01K,2460,110,17,1157,,35,,
01KS,2400,100,18,,,36,,
01KY,40,40,H1,,,,,
01LA,2000,60,9,,,27,,
01LL,1600,70,2,,,20,,
01LS,1800,150,9,,92.2,27,,
01MA,32,32,H1,,,,,
01MD,3500,100,16,,,34,,
01ME,5000,500,2,,,20,,
01ME,5000,500,15,,,33,,
01MI,50,50,H1,,,,,
01MN,10000,600,E,,,W,,
01MN,10000,600,NW,,,SE,,
01MO,37,37,H1,,,,,
01MT,5000,70,13,,148,31,,
01NC,3200,75,3,,,21,,
01NC,2000,75,18,,,36,,
01NE,2750,50,10,,,28,,
01NH,600,50,17,,,35,,
01NJ,125,80,H1,,,,,
01NM,2700,70,2,,,20,,
01NM,2000,70,9,,,27,,
01NV,2000,60,18,,,36,,
01NY,100,75,H1,,,,,
01OH,100,100,H1,,,,,
01OI,30,30,H1,,,,,
01OK,2640,25,17,,,35,,
01OL,1600,75,5,1058,50,23,1043,230
01OR,4800,60,7,,,25,,
01PA,60,60,H1,,,,,
01PN,1700,100,6,,,24,,
01PS,1200,120,3,,,21,,
01SC,2580,118,18,,,36,,
01TA,30,30,H1,,,,,
01TE,2433,55,4,,,22,,
01TN,2700,100,18,,,36,,
01TX,500,60,9,,,27,,
01TX,700,60,18,,,36,,
01U,2700,75,3,,,21,,
01U,3400,80,15,,,33,,
01UT,3200,40,E,,,W,,
01VA,1500,60,3,,,21,,
01WA,36,36,H1,,,,,
01WI,2300,120,1,,09.cze,19,,
01WN,40,40,H1,,,,,
01WT,28,28,H1,,,,,
01WY,4360,75,12,,,30,,
01WY,2600,65,16,,,34,,
01XA,50,50,H1,,,H1,,
01XS,50,50,H1,,,,,
02AK,2200,45,15,,,33,,
02AL,2000,150,18,,,36,,
02AR,4400,45,7,,,25,,
02AZ,4500,80,17,,,35,,
02CA,55,55,H1,,,,,
02CD,2500,100,15,,,33,,
02CL,3000,60,16,,,34,,
02CO,2670,50,17,,,35,,
02CT,50,50,H1,,,,,
02FA,2485,150,18,,,36,,
02FD,3443,150,1,190,,19,209,
02FL,1800,100,12,,,30,,
02GA,1200,100,8,,,26,,
02GA,1500,100,13,,,31,,
02GE,3400,100,9,,,27,,
02HI,100,100,H1,,,,,
02IA,50,50,H1,,,,,
02ID,2000,100,NE,,,SW,,
02II,1100,100,10,,,28,,
02IN,1020,150,9,,,27,,
02IS,40,40,H1,,,,,
02KS,1650,100,11,,,29,,
02KS,1950,150,18,,,36,,
02KY,100,100,H1,,,,,
02LA,20,20,H1,,,,,
02LS,24,24,H1,,,,,
02MA,50,50,H1,,,,,
02ME,2400,60,14,,,32,,
02MI,2000,100,9,,,27,,
02MN,1897,192,3,,,21,,
02MN,2500,192,12,,,30,,
02MN,2553,82,13,,,31,,
02MO,2200,50,8,,,26,,
02MS,2150,60,12,,,30,,
02MU,1900,125,N,,,S,,
02NC,100,100,H1,,,,,
02NH,3000,300,18W,,,36W,,
02NH,20,20,H1,,,,,
02NV,2200,50,9,,,27,,
02NY,25,25,H1,,,,,
02OH,2750,50,9,,,27,,
02OI,1500,75,E,,,W,,
02OR,2000,30,E,,,W,,
02P,100,100,H1,,,,,
02PA,60,50,H1,,,,,
02PN,40,40,H1,,,,,
02PR,2000,50,6,,,24,,
02PS,500,100,1,,,19,,
02SC,3600,150,4,,,22,,
02T,4050,60,2,,,20,,
02TA,32,32,H1,,,,,
02TE,40,40,H1,,,,,
02TN,1600,120,11,,,29,,
02TX,4800,80,17,,,35,,
02UT,4000,30,7,,,25,,
02UT,4000,50,16,,,34,,
02VA,3000,80,18,,,36,,
02WA,2650,50,16,,,34,,
02WI,2200,60,18,,,36,,
02WN,1500,30,13,,,31,,
02XA,1950,50,18,,,36,,
02XS,1500,40,2,,,20,,
02XS,1320,40,11,,,29,,
03AK,1000,70,7,,,25,,
03AK,6000,500,N,,,S,,
03AK,2600,500,NE,,,SW,,
03AL,50,50,H1,,,,,
03AR,117,117,H1,,,,,
03AZ,3600,60,E,,,W,,
03CA,40,40,H1,,,,,
03CO,4000,30,13,4900,140,31,4950,
03FA,2000,200,E,,,W,,
03FD,2000,50,9,,,27,,
03FL,50,40,H1,,,,,
03GA,1990,65,10,,,28,,
03GA,1955,60,11,,,29,,
03I,2375,90,13,,58,31,,238
03IA,2000,150,N,,,S,,
03ID,1800,100,11,,,29,,
03II,1000,200,N,,,S,,
03IL,2600,105,18,,,36,,
03IS,40,40,H1,,,,,
03KS,25,25,H1,,,,,
03KY,2300,80,3,,,21,,
03LA,60,60,H1,,,,,
03LS,40,40,H1,,,,,
03M,3800,200,2,,,20,,
03MA,1600,60,12,,,30,,
03MD,50,50,H1,,,,,
03ME,2400,90,18,,,36,,
03MI,20,20,H1,,,,,
03MN,1940,75,17,,,35,,
03MO,2200,50,15,,,33,,
03MS,60,60,H1,,,,,
03MU,2400,24,17,,,35,,
03N,2400,50,7,,,25,,
03NC,2750,40,9,,,27,,
03ND,2600,50,17,,,35,,
03NE,2200,200,1,,,19,,
03NH,12,80,H1,,,,,
03NV,3200,30,18,,,36,,
03NY,2000,75,16,,,34,,
03OH,2100,60,N,,,S,,
03OH,2200,60,NE,,,SW,,
03OI,60,60,H1,,,,,
03OK,1200,50,18,,,36,,
03OL,1900,30,18,1232,,36,1221,
03OR,2950,60,7,,,25,,
03PA,130,80,H1,,,,,
03PN,100,100,H1,,,,,
03PR,2926,65,9,,,27,,
03PS,675,90,14,,,32,,
03PS,925,90,16,,,34,,
03PS,1130,90,18,,,36,,
03S,2115,100,8,,,26,,
03SC,40,40,H1,,,,,
03TE,3500,100,12,,,30,,
03TN,20,20,H1,,,,,
03TS,90,90,H1,,,,,
03TT,3000,50,18,117,,36,117,
03TX,150,150,H1,,,,,
03UT,5000,35,NE,,,SW,,
03UT,3250,35,NW,,,SE,,
03WA,2800,60,18,,,36,,
03WI,1500,60,N,,,S,,
03WN,2000,70,7,,,25,,
03XA,54,54,H1,,,,,
03XS,3200,50,4,,,22,,
03XS,1600,50,15,,,33,,
04AA,1300,100,16,,,34,,
04AA,825,68,5,,,23,,
04AL,100,100,H1,,,,,
04AR,40,40,H1,,,,,
04CA,5000,150,8,,91.2,26,,
04CL,1900,100,8,,,26,,
04CT,50,100,H1,,,,,
04F,2400,20,15,,,33,,
04FA,2620,212,9,,,27,,
04FL,3000,100,9,,,27,,
04I,2382,120,6,920,,24,920,
04IA,2310,84,18,,,36,,
04ID,3000,25,7,,,25,,
04II,1372,72,18,,,36,,
04IL,1700,70,N,,,S,,
04IN,4000,1000,13W,,,31W,,
04IS,2200,150,9,,,27,,
04KS,400,60,H1,,,,,
04KY,1700,30,15,,,33,,
04LA,40,40,H1,,,,,
04LL,3700,70,9,,,27,,
04LS,60,60,H1,,,,,
04MA,2100,300,16,,,34,,
04MD,50,50,H1,,,,,
04ME,1950,120,15,,,33,,
04MI,2000,100,18,,,36,,
04MN,2500,150,10,,,28,,
04MO,2600,150,18,,,36,,
04MS,3400,100,17,,180,35,,
04MT,2100,100,E,,,W,,
04MT,1900,100,N,,,S,,
04NC,91,35,H1,,,,,
04NE,2500,100,N,,,S,,
04NJ,3500,50,8,,,26,,
04NR,78,36,H1,,,,,
04NV,3240,45,2,,33.5,20,,
04NY,5200,50,2,,,20,,
04OG,50,100,H1,,,,,
04OH,2200,70,N,,,S,,
04OK,45,45,H1,,,,,
04PA,100,100,H1,,,,,
04PN,70,70,H1,,,,,
04SC,50,50,H1,,,,,
04SD,46,46,H1,2437,,H1,,
04TA,60,40,H1,,,,,
04TE,30,30,H1,,,,,
04TN,3000,50,1,,,19,,
04TS,20,20,H1,,,,,
04TT,4645,55,18,1550,,36,1523,
04TX,2000,50,12,,,30,,
04UT,3700,50,4,,,22,,
04V,7745,55,10,,118,28,,298
04VA,50,50,H1,,,,,
04VG,3500,80,1,,,19,,
04VG,1800,70,11,,,29,,
04VT,1300,40,6,,,24,,
04W,2751,75,6,1021,66,24,1009,246
04WA,1800,60,N,,,S,,
04WI,1800,100,9,,,27,,
04WN,4100,60,11,,,29,,336.5
04WV,40,40,H1,,,,,
04XS,80,60,H1,,,,,
05AK,2000,75,1,,,19,,
05AL,1600,50,H1,,,,,
05AL,1600,50,H2,,,,,
05AL,1600,50,H3,,,,,
05AL,1600,50,H4,,,,,
05AL,1600,50,H5,,,,,
05AL,1600,50,H6,,,,,
05AR,2000,100,6,,,24,,263
05AZ,40,40,H1,,,,,
05B,4000,200,NW,,,SE,,
05CA,78,78,H1,,,,,
05CL,3700,60,10,618,116,28,618,
05CO,2650,60,18,,,36,,
05CT,50,50,H1,,,,,
05FA,2950,100,8,,,26,,
05FD,95,95,H1,,,,,
05FL,3200,60,9,,,27,,
05FL,1600,50,15,,,33,,
05GA,2200,60,18,,,36,,
05IA,2450,65,9,,,27,,
05ID,2000,70,3,,,21,,
05II,1800,100,9,,,27,,
05IL,3200,70,10,,,28,,
05IN,2000,100,8,,,26,,
05IS,2000,100,9,,,27,,
05KS,2350,50,17,,,35,,
05KT,600,50,9,,,27,,
05KY,1270,150,2,,,20,,
05LA,2200,70,18,,,36,,
05LL,120,120,H1,,,,,
05LS,2300,100,2,,22.kwi,20,,
05MA,100,40,H1,,,,,188
05MD,2700,80,18,,,36,,
05ME,900,40,E,,,W,,
05MO,30,30,H1,,,,,
05MS,40,40,H1,,,,,
05NC,40,40,H1,,,,,
05NE,3210,80,15,,,33,,
05NH,100,100,H1,,,,,
05NJ,60,60,H1,,,,,
05NY,75,75,H1,,,,,
05OG,50,50,H1,,,,,
05OI,2000,100,9,,,27,,
05OK,2200,90,17,,,35,,
05OR,2600,50,11,,,29,,
05OR,75,75,H1,,,,,
05PA,70,70,H1,,,,,
05PN,120,120,H1,,,,,
05PS,2319,100,6,,,24,,
05S,2940,45,9,,,27,,
05TA,1700,40,17,,,35,,
05TE,1500,50,15,,,33,,
05TS,1700,90,17,,,35,,
05TX,2075,50,15,,,33,,
05UT,3950,50,14,,149,32,,
05V,6160,52,3,7696,41,21,7720,221
05VA,2000,40,18,,,36,,
05VT,80,80,H1,,,,,
05WA,40,40,H1,2220,,,,
05WI,1800,60,E,,,W,,
05WN,1700,50,9,,,27,,292.2
05XS,2600,100,1,,,19,,
05Y,3280,200,17,1440,,35,1455,
06AK,2000,40,2,,,20,,
06AL,1600,75,H1,,,,,
06AL,1600,75,H2,,,,,
06AL,1600,75,H3,,,,,
06AL,1600,75,H4,,,,,
06AL,1600,75,H5,,,,,
06AL,1600,75,H6,,,,,
06AL,1600,75,H7,,,,,
06AR,2900,125,16,,,34,,
06AZ,80,80,H1,,,,,
06B,15000,4000,2,,,20,,
06CA,20,20,H1,,,,,
06CL,46,46,H1,,,,,
06CO,4500,75,17,,,35,,
06FA,7003,150,9,28,90,27,28,270
06FD,3400,120,18,,,36,,
06FL,200,100,H1,,,,,
06GA,300,300,H1,,,,,
06I,16000,3500,E,,,W,,
06IA,1750,100,9,,,27,,
06ID,2200,80,9,,,27,,
06IL,2580,70,9,,,27,,
06IN,1600,75,N,,,S,,
06IS,2600,70,18,,,36,,
06KS,25,25,H1,,,,,
06KY,60,60,H1,,,,,
06LA,39,39,H1,,,,,
06LL,40,40,H1,,,,,
06LS,40,40,H1,,,,,
06MA,15,15,H1,,,,,
06MD,60,60,H1,,,,,
06MI,45,45,H1,,,,,
06MI,45,45,H2,,,,,
06MN,1500,60,12,,120.6,30,,
06MO,3000,30,15,,156.6,33,,
06MT,2200,60,E,,,W,,
06N,2811,60,8,503,62,26,521,242
06NC,2600,90,9,,,27,,
06ND,2800,50,8,,,26,,
06NE,130,95,H1,,,,,
06NH,1900,150,17,,,35,,
06NY,2000,75,15,,,33,,
06O1,40,40,H1,,,,,
06OH,2400,100,9,,,27,,
06OI,2256,45,9,,,27,,
06OK,300,100,H1,,,,,
06OR,1000,80,N,,,S,,
06PA,2965,100,8,,,26,,
06PN,15,15,H1,,,,,
06PN,80,80,H2,,,,,
06R,2480,30,15,,,33,,
06SN,2400,75,17,,,35,,
06TA,1900,15,N,,,S,,
06TE,3500,50,8,,83.9,26,,
06TN,2000,50,5,,,23,,
06TT,3129,75,13,2165,,31,2152,
06TX,1680,60,1,,,19,,
06VA,2000,100,5,,,23,,
06WA,60,40,H1,,,,,
06WN,2845,30,9,,,27,,273.9
06XS,1750,100,16,,,34,,
06Y,2997,60,14,1055,,32,1068,
07AL,6000,1200,H1,,,,,
07AR,3000,60,11,,,29,,
07B,3186,100,16,363,,34,322,
07CA,40,40,H1,,,,,
07CL,2220,50,16,100,,34,100,
07CO,3100,75,2,,,20,,
07D,2244,65,18,770,177,36,770,357
07FA,4500,70,4,,40,22,,
07FL,67,65,H1,,,,,
07GA,1700,80,9,,,27,,
07I,15000,4000,NE,,,SW,,
07IA,1600,60,18,971,177,36,969,357
07ID,3000,75,NW,,,SE,,
07II,60,60,H1,,,,,
07IN,1860,80,N,,,S,,
07K,3700,60,15,1715,,33,1716,
07KS,2000,45,18,,,36,,
07KY,2000,100,11,,,29,,
07LA,30,15,H1,,,,,
07LS,50,50,H1,,,,,
07MA,120,60,H1,,,,,
07MD,1000,70,17,,,35,,
07ME,900,200,H1,,,,,
07MI,2904,100,9,,,27,,
07MN,2600,50,E,,,W,,
07MO,2700,40,17,,,35,,
07MT,13500,300,10,2757,120,28,2748,300
07N,2200,100,16,,,34,,
07NC,2000,50,8,,,26,,
07NH,2500,200,05W,,,23W,,
07NH,2500,200,17W,,,35W,,
07NJ,45,45,H1,,,,,
07NY,50,50,H1,,,,,
07OH,30,30,H1,,,,,
07OK,2400,80,17,,,35,,
07OR,1200,100,17,,,35,,
07PN,1600,100,9,,,27,,
07PR,45,45,H1,,,,,
07TA,2200,125,6,,,24,,
07TA,200,200,H1,,,H1,,
07TE,5000,100,13,39,134,31,,
07TN,1800,75,7,,,25,,
07TS,2500,75,17,,,35,,
07TX,400,50,H1,,,,,
07VA,1600,50,16,,,34,,
07VT,526,20,5,,,23,,
07VT,595,20,14,,,32,,
07WA,53,53,H1,,,,,
07WI,1500,50,9,,,27,,
07WY,2200,50,13,,,31,,
07XA,37,37,H1,,,-,,
07XS,30,30,H1,,,,,
07Y,2850,150,16,,,34,,
08AK,1200,80,1,,,19,,
08AL,4000,200,9W,,,27W,,
08AR,50,50,H1,,,,,
08AZ,42,42,H1,,,,,
08B,1935,100,14,56,,32,57,
08CA,60,60,H1,,,,,
08CL,2000,50,E,,,W,,
08CN,50,50,H1,,,,,334
08CO,2600,75,9,,,27,,
08CT,4700,1400,1,,,19,,
08F,2584,80,17,,,35,,
08FA,3390,75,9,,,27,,
08FD,4138,104,18,,,36,,
08FL,2500,100,3,,,21,,
08G,60,56,H1,,,,,
08GA,5000,150,3,,,21,,
08ID,2500,60,NW,,,SE,,
08II,30,30,H1,,,,,
08IL,2200,75,9,,,27,,
08IN,5000,1600,13W,,,31W,,
08IS,1320,70,18,,,36,,
08KS,2700,99,17,,,35,,
08KY,2500,60,9,,,27,,
08LA,30,15,H1,,,,,
08LL,2190,100,18,,,36,,
08LS,2000,60,18,,,36,,
08MA,1000,18,4,,,22,,
08MD,45,45,H1,,,,,
08ME,2300,90,13,,,31,,
08MI,60,60,H1,,,,,
08MN,11088,6000,18,,,36,,
08MO,2640,50,3,,,21,,
08MO,2140,48,18,,,36,,
08MS,3725,50,7,,70,25,,
08MT,2600,80,7,,,25,,
08N,2635,120,7,,,25,,
08NC,3200,50,18,,,36,,190
08ND,1300,75,17,,,35,,
08NE,3000,100,11,,,29,,
08NH,80,80,H1,,,,,
08NJ,90,90,H1,,,,,
08NR,1400,40,2,,,20,,
08NY,550,60,1,,,19,,
08NY,500,40,10,,,28,,
08OH,3000,50,E,,,W,,
08OK,1800,50,8,,,26,,
08OL,1029,40,18,,,36,,
08OR,2800,20,18,,,36,,
08PA,200,150,H1,,,,,
08PN,50,50,H1,,,,,
08R,2129,30,11,130,,29,127,
08SD,42,42,H1,,,,,
08TA,200,100,H1,,,,,
08TE,3100,50,16,,166,34,,
08TT,2015,75,4,,,22,,
08TX,2100,30,9,,,27,,
08TX,1800,100,18,,,36,,
08U,3600,50,1,,,19,,
08VA,1800,50,9,,,27,,
08WA,100,100,H1,,,,,
08XS,2350,100,3,,,21,,
09AA,22,24,H1,,,H1,,
09AK,1300,60,6,,,24,,
09AR,135,100,H1,,,,,
09AZ,2350,80,6,,,24,,
09CA,65,65,H1,,,,,
09CL,3000,50,1,2240,26,19,2310,
09CN,50,50,H2,,,,,
09CO,3250,65,9,,,27,,
09FA,4800,50,18,,180,36,,
09FD,2649,100,18,,,36,,
09FL,3000,150,9,,,27,,
09GA,2400,70,9,,,27,,
09I,5000,1000,5,,,23,,
09I,5000,1000,8,,,26,,
09IA,2700,80,9,,,27,,
09ID,2300,100,9,,,27,,
09II,1600,100,E,,,W,,
09IL,40,40,H1,,,,,
09IN,2200,70,9,,,27,,
09IN,2200,50,18,,,36,,
09IS,39,31,H1,,,,,
09KS,2500,60,17,,,35,,
09KY,50,50,H1,,,,,
09LA,50,50,H1,,,,,
09LL,2300,80,17,,,35,,
09LS,40,40,H1,,,,,
09MA,1700,50,9,,,27,,
09MA,2000,100,15,,,33,,
09ME,2000,100,4,,,22,,
09MI,40,40,H1,,,,,
09MO,1320,50,E,,,W,,
09N,1863,75,2,,,20,,
09NC,2400,80,16,,,34,,
09NE,2500,50,18,,,36,,
09NJ,100,100,H1,,,,,
09NR,1800,35,9,,,27,,
09NR,24,24,H1,,,H1,,
09NR,24,24,H2,,,H2,,
09NY,100,100,H1,,,,,
09OK,2500,50,1,,,19,,
09OR,50,50,H1,,,,,
09PA,2300,200,6,,,24,,
09S,1765,150,16,2621,,34,2603,
09TA,2400,40,17,,,35,,
09TE,2815,45,16,,,34,,
09TN,80,80,H1,,,,,
09TS,4200,42,9,,90,27,,
09TX,2340,120,10,,,28,,
09TX,1220,120,14,,,32,,
09TX,5200,120,E,,,W,,
09VA,1100,50,5,,,23,,
09VG,96,60,H1,,,,,
09W,60,60,H1,,,,,
09WA,60,60,H1,,,,,
09WI,2500,100,N,,,S,,
09XS,90,90,H1,,,,,
09Y,8000,500,17,,,35,,
0AA7,2539,100,18,,,36,,
0AK,2541,55,7,305,91,25,288,271
0AK0,1050,70,8,,,26,,220.6
0AK1,3000,2000,06W,,,24W,,
0AK1,2200,50,8,,,26,,
0AK2,1000,150,3,,,21,,
0AK3,900,100,14,,,32,,
0AK5,1550,120,2,,,20,,
0AK6,1700,60,11,,,29,,
0AK7,2400,75,6,,,24,,
0AK8,150,150,H1,,,H1,,
0AK9,2000,30,17,,,35,,
0AL0,90,90,H1,,,,,
0AL1,2640,70,17,,,35,,
0AL2,24,21,H1,,,,,
0AL3,24,24,H1,,,,,
0AL4,30,30,H1,,,,,
0AL5,2200,100,15,,,33,,
0AL6,49,49,H1,,,,,
0AL7,30,30,H1,,,,,
0AL8,55,55,H1,,,,,
0AL9,2200,50,9,,,27,,
0AR0,60,60,H1,,,,,
0AR2,2800,60,18,,,36,,
0AR3,2000,50,E,,,W,,
0AR4,11,11,H1,,,,,
0AR5,42,42,H1,,,,,
0AR6,20,20,H1,,,,,
0AR7,2200,50,18,,,36,,
0AR8,30,30,H1,,,,,
0AR9,10,10,H1,,,,,
0AZ0,40,40,H1,,,,,
0AZ1,2000,40,3,,,21,,
0AZ1,3250,50,14,,,32,,
0AZ1,2500,75,16,,,34,,
0AZ2,1500,100,12,,131,30,,
0AZ2,3500,100,17,,183,35,,
0AZ4,2900,130,1,,,19,,
0AZ5,1400,60,17,,,35,,
0AZ6,40,45,H1,,,,,
0AZ6,40,45,H2,,,,,
0AZ6,40,45,H3,,,,,
0AZ7,50,50,H1,,,,,
0B2,1730,30,1,,348,19,,168
0B7,2575,30,4,,,22,,
0C1,2375,35,2,,19,20,,199
0C2,2640,100,9,760,,27,755,
0C5,3800,100,18,960,180,36,960,
0C7,3980,200,18,727,,36,715,
0C8,2831,180,18,640,,36,640,
0CA0,86,86,H1,,,,,
0CA1,2482,30,8,190,94,26,190,274
0CA2,45,45,H1,,,,,
0CA3,2100,20,10,,,28,,
0CA4,3600,50,6,,,24,,
0CA5,1400,30,11,,,29,,
0CA6,2400,40,4,,,22,,
0CA7,85,85,H1,,,,,
0CA8,2250,50,12,,,30,,
0CA9,3300,60,16,,173,34,,
0CD0,50,50,H1,,,,,
0CD1,45,45,H1,,,,,
0CD2,2500,50,8,,,26,,
0CD2,5000,100,17,,,35,,
0CD4,25,25,H1,,,,,
0CD5,4500,70,4,,,22,,
0CD6,40,40,H1,,,,,
0CD7,956,300,6,,,24,,
0CD8,50,50,H1,,,,,
0CD9,50,50,H1,,,,,
0CL0,3720,75,17,,,35,,
0CL1,3360,100,7,,,25,,
0CL1,2040,100,16,,,34,,
0CL2,113,55,H1,,,,,
0CL3,1800,50,5,,,23,,
0CL3,2400,50,9,,,27,,
0CL4,50,50,H1,,,,,
0CL5,58,58,H1,,,,,
0CL6,1900,70,9,,,27,,
0CL7,65,65,H1,,,,,
0CL8,3500,80,6,,,24,,
0CL8,80,80,H1,,,,,
0CL9,20,20,H1,,,,,
0CO0,100,100,H1,,,,,
0CO1,2500,60,N,,,S,,
0CO2,4000,40,11,8980,121.1,29,8900,
0CO3,4200,30,18,,,36,,
0CO4,120,108,H1,,,,,
0CO6,4500,150,2,,,20,,
0CO6,4000,150,10,,,28,,
0CO7,152,64,H1,,,,,
0CO8,2000,30,17,,,35,,
0CO9,2600,50,E,,,W,,
0CT0,36,36,H1,,,,,
0CT1,50,50,H1,,,,,
0CT2,40,40,H1,,,,,
0CT3,60,60,H1,,,,,
0CT5,50,50,H1,,,,,
0CT6,65,65,H1,,,,,
0CT7,66,48,H1,,,,,
0CT8,60,60,H1,,,,,
0CT9,60,75,H1,,,,,
0D6,2150,300,14,,,32,,
0D6,2345,300,18,,,36,,
0D7,1955,110,9,949,,27,949,
0,00E+00,3270,80,9,,,27,,
0,00E+00,3000,100,11W,,,29W,,
0FA0,200,150,H1,,,,,
0FA1,1800,75,9,,,27,,
0FA2,50,50,H2,,,,,
0FA3,20,20,H1,,,,,
0FA6,45,45,H1,,,,,
0FD0,4000,75,9,,,27,,
0FD1,50,40,H1,,,,,
0FD2,48,48,H1,,,,,
0FD3,2100,50,8,,,26,,
0FD3,4000,40,13,,,31,,
0FD5,2100,100,9,,,27,,
0FD6,3000,100,02W,,,20W,,
0FD9,1975,60,4,,,22,,
0FL0,2300,100,14,,,32,,
0FL1,2575,50,9,,,27,,
0FL2,2000,100,5,,,23,,
0FL3,60,60,H1,,,,,
0FL4,100,100,H1,,,,,
0FL5,2000,100,ALL,,,WAY,,
0FL6,500,60,18,,,36,,
0FL7,35,35,H1,,,,,
0FL8,2000,100,9,,,27,,
0FL9,3400,116,9,,,27,,
0FL9,2750,100,17,,,35,,
0G0,2830,50,10,588,91,28,588,271
0G5,3000,2000,3,,,21,,
0G5,15000,1500,9,,,27,,
0GA0,2150,50,1,,,19,,
0GA1,2000,75,13,,,31,,
0GA2,2600,60,8,,,26,,
0GA3,2000,100,18,,,36,,
0GA5,100,100,H1,,,,,
0GA6,2100,150,15,,,33,,
0GA8,3000,100,3,,,21,,
0GA9,4400,100,7,,,25,,
0GE0,2000,30,2,,,20,,
0GE1,3000,40,4,,,22,,
0GE3,2000,50,6,,,24,,
0GE4,1045,80,9,,,27,,
0GE4,1000,80,18,,,36,,
0GE5,2500,200,N,,,S,,
0GE7,3000,90,1,,,19,,
0GE9,2000,100,3,,,21,,
0H7,2680,115,10,,,28,,
0I2,2941,40,9,645,91,27,631,271
0IA0,65,65,H1,,,,,
0IA1,42,42,H1,,,,,
0IA2,60,50,H1,,,,,
0IA4,3000,100,9,,,27,,
0IA5,2000,60,17,,,35,,
0IA6,2600,80,18,,,36,,
0IA7,145,145,H1,,,,,
0IA7,45,40,H2,,,,,
0IA8,1280,70,18,,,36,,
0IA9,50,50,H1,,,,,
0ID0,3000,80,7,,,25,,
0ID1,1900,75,10,,,28,,
0ID2,6507,75,11,,110,29,,
0ID3,2640,50,7,,,25,,
0ID4,3150,80,4,,,22,,
0ID5,1460,40,5,,,23,,
0ID6,40,40,H1,,,,,
0ID7,2600,50,2,,,20,,
0ID8,800,50,9,,,27,,
0ID9,2308,60,6,2803,,24,2895,
0II0,1500,50,E,,,W,,
0II1,1300,60,9,,,27,,
0II2,1300,75,9,,,27,,
0II3,2400,50,9,,,27,,
0II6,3000,100,6,,,24,,
0II7,2500,100,N,,,S,,
0II8,1400,100,1,,,19,,
0II9,1600,75,18,,,36,,
0IL0,30,30,H1,,,,,
0IL1,90,90,H1,,,,,
0IL2,1600,100,18,,,36,,
0IL3,1800,200,18,,,36,,
0IL4,40,40,H1,,,,,
0IL6,40,40,H1,,,,,
0IL6,40,40,H2,,,,,
0IL7,2024,100,18,,,36,,
0IL8,1600,100,N,,,S,,
0IL9,2800,100,E,,,W,,
0IN1,2000,75,15,,,33,,
0IN2,1300,60,9,,,27,,
0IN2,2900,60,18,,,36,,
0IN3,2200,50,E,,,W,,
0IN4,2440,30,NW,,,SE,,
0IN5,1200,150,9,,,27,,
0IN7,50,50,H1,,,,,
0IN8,50,50,H1,,,,,
0IN9,2400,100,E,,,W,,
